380,0.10006366
390,0.10571574
400,0.110195324
410,0.12849839
420,0.15127482
430,0.16099872
440,0.1656457
450,0.16767979
460,0.16573796
470,0.16292018
480,0.15787393
490,0.15626782
500,0.16198225
510,0.16413675
520,0.15567628
530,0.14977768
540,0.15157138
550,0.14943324
560,0.14344935
570,0.15369728
580,0.20791401
590,0.3405936
600,0.52976376
610,0.68205965
620,0.7603969
630,0.79735774
640,0.820552
650,0.8354422
660,0.8454175
670,0.8474205
680,0.8449994
690,0.8434956
700,0.8478715
710,0.854004
720,0.8583583
730,0.86567485
