380,0.100154616
390,0.10488897
400,0.109949276
410,0.12885508
420,0.15322118
430,0.16340086
440,0.16799973
450,0.169855
460,0.16784711
470,0.164543
480,0.15902978
490,0.15677941
500,0.16171494
510,0.16333261
520,0.1548574
530,0.14910679
540,0.15085563
550,0.14858365
560,0.14261241
570,0.15251139
580,0.20546567
590,0.33649543
600,0.52490574
610,0.67728496
620,0.7563116
630,0.793769
640,0.817557
650,0.8328862
660,0.84302104
670,0.84502447
680,0.84246594
690,0.8412372
700,0.84586966
710,0.852256
720,0.85701054
730,0.8647423
