380,0.0650
381,0.0657
382,0.0663
383,0.0669
384,0.0675
385,0.0680
386,0.0685
387,0.0689
388,0.0692
389,0.0696
390,0.0700
391,0.0704
392,0.0709
393,0.0713
394,0.0717
395,0.0720
396,0.0723
397,0.0725
398,0.0728
399,0.0729
400,0.0730
401,0.0730
402,0.0730
403,0.0730
404,0.0730
405,0.0730
406,0.0731
407,0.0734
408,0.0736
409,0.0739
410,0.0740
411,0.0740
412,0.0740
413,0.0740
414,0.0740
415,0.0740
416,0.0740
417,0.0740
418,0.0740
419,0.0740
420,0.0740
421,0.0739
422,0.0736
423,0.0734
424,0.0731
425,0.0730
426,0.0730
427,0.0730
428,0.0730
429,0.0730
430,0.0730
431,0.0730
432,0.0730
433,0.0730
434,0.0730
435,0.0730
436,0.0730
437,0.0730
438,0.0730
439,0.0730
440,0.0730
441,0.0730
442,0.0730
443,0.0730
444,0.0730
445,0.0730
446,0.0731
447,0.0733
448,0.0735
449,0.0738
450,0.0740
451,0.0742
452,0.0744
453,0.0746
454,0.0748
455,0.0750
456,0.0753
457,0.0757
458,0.0761
459,0.0765
460,0.0770
461,0.0775
462,0.0780
463,0.0786
464,0.0793
465,0.0800
466,0.0808
467,0.0817
468,0.0827
469,0.0838
470,0.0850
471,0.0864
472,0.0880
473,0.0898
474,0.0918
475,0.0940
476,0.0965
477,0.0994
478,0.1025
479,0.1058
480,0.1090
481,0.1122
482,0.1154
483,0.1188
484,0.1223
485,0.1260
486,0.1300
487,0.1343
488,0.1388
489,0.1434
490,0.1480
491,0.1526
492,0.1574
493,0.1622
494,0.1670
495,0.1720
496,0.1771
497,0.1824
498,0.1877
499,0.1930
500,0.1980
501,0.2028
502,0.2076
503,0.2122
504,0.2167
505,0.2210
506,0.2252
507,0.2293
508,0.2332
509,0.2371
510,0.2410
511,0.2449
512,0.2487
513,0.2525
514,0.2563
515,0.2600
516,0.2636
517,0.2670
518,0.2705
519,0.2741
520,0.2780
521,0.2822
522,0.2866
523,0.2913
524,0.2964
525,0.3020
526,0.3085
527,0.3160
528,0.3239
529,0.3318
530,0.3390
531,0.3457
532,0.3523
533,0.3586
534,0.3646
535,0.3700
536,0.3752
537,0.3804
538,0.3852
539,0.3892
540,0.3920
541,0.3940
542,0.3958
543,0.3973
544,0.3984
545,0.3990
546,0.3993
547,0.3996
548,0.3998
549,0.4000
550,0.4000
551,0.3996
552,0.3984
553,0.3968
554,0.3949
555,0.3930
556,0.3909
557,0.3885
558,0.3857
559,0.3828
560,0.3800
561,0.3772
562,0.3742
563,0.3712
564,0.3681
565,0.3650
566,0.3619
567,0.3587
568,0.3555
569,0.3523
570,0.3490
571,0.3457
572,0.3423
573,0.3388
574,0.3354
575,0.3320
576,0.3286
577,0.3252
578,0.3217
579,0.3183
580,0.3150
581,0.3117
582,0.3084
583,0.3052
584,0.3020
585,0.2990
586,0.2961
587,0.2932
588,0.2904
589,0.2877
590,0.2850
591,0.2822
592,0.2794
593,0.2767
594,0.2742
595,0.2720
596,0.2701
597,0.2685
598,0.2669
599,0.2655
600,0.2640
601,0.2625
602,0.2610
603,0.2596
604,0.2582
605,0.2570
606,0.2559
607,0.2549
608,0.2539
609,0.2530
610,0.2520
611,0.2510
612,0.2500
613,0.2491
614,0.2481
615,0.2470
616,0.2459
617,0.2447
618,0.2435
619,0.2422
